github.event.changes.new_issue.user.node_id,arbitrary
github.event.changes.new_issue.user.organizations_url,structured
github.event.changes.new_issue.user.received_events_url,structured
github.event.changes.new_issue.user.repos_url,structured
github.event.changes.new_issue.user.site_admin,fixed
github.event.changes.new_issue.user.starred_url,structured
github.event.changes.new_issue.user.subscriptions_url,structured
github.event.changes.new_issue.user.type,fixed
github.event.changes.new_issue.user.url,structured
github.event.changes.new_issue.user.user_view_type,arbitrary
github.event.changes.new_repository.allow_auto_merge,fixed
github.event.changes.new_repository.allow_forking,fixed
github.event.changes.new_repository.allow_merge_commit,fixed
github.event.changes.new_repository.allow_rebase_merge,fixed
github.event.changes.new_repository.allow_squash_merge,fixed
github.event.changes.new_repository.allow_update_branch,fixed
github.event.changes.new_repository.anonymous_access_enabled,fixed
github.event.changes.new_repository.archive_url,arbitrary
github.event.changes.new_repository.archived,fixed
github.event.changes.new_repository.assignees_url,arbitrary
github.event.changes.new_repository.blobs_url,arbitrary
github.event.changes.new_repository.branches_url,arbitrary
github.event.changes.new_repository.clone_url,arbitrary
github.event.changes.new_repository.collaborators_url,arbitrary
github.event.changes.new_repository.comments_url,arbitrary
github.event.changes.new_repository.commits_url,arbitrary
github.event.changes.new_repository.compare_url,arbitrary
github.event.changes.new_repository.contents_url,arbitrary
github.event.changes.new_repository.contributors_url,structured
github.event.changes.new_repository.created_at,fixed
github.event.changes.new_repository.custom_properties,arbitrary
github.event.changes.new_repository.custom_properties.*,arbitrary
github.event.changes.new_repository.default_branch,arbitrary
github.event.changes.new_repository.delete_branch_on_merge,fixed
github.event.changes.new_repository.deployments_url,structured
github.event.changes.new_repository.description,arbitrary
github.event.changes.new_repository.disabled,fixed
github.event.changes.new_repository.downloads_url,structured
github.event.changes.new_repository.events_url,structured
github.event.changes.new_repository.fork,fixed
github.event.changes.new_repository.forks,fixed
github.event.changes.new_repository.forks_count,fixed
github.event.changes.new_repository.forks_url,structured
github.event.changes.new_repository.full_name,arbitrary
github.event.changes.new_repository.git_commits_url,arbitrary
github.event.changes.new_repository.git_refs_url,arbitrary
github.event.changes.new_repository.git_tags_url,arbitrary
github.event.changes.new_repository.git_url,arbitrary
github.event.changes.new_repository.has_discussions,fixed
github.event.changes.new_repository.has_downloads,fixed
github.event.changes.new_repository.has_issues,fixed
github.event.changes.new_repository.has_pages,fixed
github.event.changes.new_repository.has_projects,fixed
github.event.changes.new_repository.has_wiki,fixed
github.event.changes.new_repository.homepage,arbitrary
github.event.changes.new_repository.hooks_url,structured
github.event.changes.new_repository.html_url,structured
github.event.changes.new_repository.id,fixed
github.event.changes.new_repository.is_template,fixed
github.event.changes.new_repository.issue_comment_url,arbitrary
github.event.changes.new_repository.issue_events_url,arbitrary
github.event.changes.new_repository.issues_url,arbitrary
github.event.changes.new_repository.keys_url,arbitrary
github.event.changes.new_repository.labels_url,arbitrary
github.event.changes.new_repository.language,arbitrary
github.event.changes.new_repository.languages_url,structured
github.event.changes.new_repository.license,fixed
github.event.changes.new_repository.license.html_url,structured
github.event.changes.new_repository.license.key,arbitrary
github.event.changes.new_repository.license.name,arbitrary
github.event.changes.new_repository.license.node_id,arbitrary
github.event.changes.new_repository.license.spdx_id,arbitrary
github.event.changes.new_repository.license.url,structured
github.event.changes.new_repository.master_branch,arbitrary
github.event.changes.new_repository.merge_commit_message,fixed
github.event.changes.new_repository.merge_commit_title,fixed
github.event.changes.new_repository.merges_url,structured
github.event.changes.new_repository.milestones_url,arbitrary
github.event.changes.new_repository.mirror_url,structured
github.event.changes.new_repository.name,arbitrary
github.event.changes.new_repository.network_count,fixed
github.event.changes.new_repository.node_id,arbitrary
github.event.changes.new_repository.notifications_url,arbitrary
github.event.changes.new_repository.open_issues,fixed
github.event.changes.new_repository.open_issues_count,fixed
github.event.changes.new_repository.organization,arbitrary
github.event.changes.new_repository.organization.avatar_url,structured
github.event.changes.new_repository.organization.email,arbitrary
github.event.changes.new_repository.organization.events_url,arbitrary
github.event.changes.new_repository.organization.followers_url,structured
github.event.changes.new_repository.organization.following_url,arbitrary
github.event.changes.new_repository.organization.gists_url,arbitrary
github.event.changes.new_repository.organization.gravatar_id,arbitrary
github.event.changes.new_repository.organization.html_url,structured
github.event.changes.new_repository.organization.id,fixed
github.event.changes.new_repository.organization.login,arbitrary
github.event.changes.new_repository.organization.name,arbitrary
github.event.changes.new_repository.organization.node_id,arbitrary
github.event.changes.new_repository.organization.organizations_url,structured
github.event.changes.new_repository.organization.received_events_url,structured
github.event.changes.new_repository.organization.repos_url,structured
github.event.changes.new_repository.organization.site_admin,fixed
github.event.changes.new_repository.organization.starred_at,arbitrary
github.event.changes.new_repository.organization.starred_url,arbitrary
github.event.changes.new_repository.organization.subscriptions_url,structured
github.event.changes.new_repository.organization.type,arbitrary
github.event.changes.new_repository.organization.url,structured
github.event.changes.new_repository.organization.user_view_type,arbitrary
github.event.changes.new_repository.owner.avatar_url,structured
github.event.changes.new_repository.owner.deleted,fixed
github.event.changes.new_repository.owner.email,arbitrary
github.event.changes.new_repository.owner.events_url,arbitrary
github.event.changes.new_repository.owner.followers_url,structured
github.event.changes.new_repository.owner.following_url,arbitrary
github.event.changes.new_repository.owner.gists_url,arbitrary
github.event.changes.new_repository.owner.gravatar_id,arbitrary
github.event.changes.new_repository.owner.html_url,structured
github.event.changes.new_repository.owner.id,fixed
github.event.changes.new_repository.owner.login,arbitrary
github.event.changes.new_repository.owner.name,arbitrary
github.event.changes.new_repository.owner.node_id,arbitrary
github.event.changes.new_repository.owner.organizations_url,structured
github.event.changes.new_repository.owner.received_events_url,structured
github.event.changes.new_repository.owner.repos_url,structured
github.event.changes.new_repository.owner.site_admin,fixed
github.event.changes.new_repository.owner.starred_at,arbitrary
github.event.changes.new_repository.owner.starred_url,arbitrary
github.event.changes.new_repository.owner.subscriptions_url,structured
github.event.changes.new_repository.owner.type,arbitrary
github.event.changes.new_repository.owner.url,structured
github.event.changes.new_repository.owner.user_view_type,arbitrary
github.event.changes.new_repository.permissions.admin,fixed
github.event.changes.new_repository.permissions.maintain,fixed
github.event.changes.new_repository.permissions.pull,fixed
github.event.changes.new_repository.permissions.push,fixed
github.event.changes.new_repository.permissions.triage,fixed
github.event.changes.new_repository.private,fixed
github.event.changes.new_repository.public,fixed
github.event.changes.new_repository.pulls_url,arbitrary
github.event.changes.new_repository.pushed_at,fixed
github.event.changes.new_repository.releases_url,arbitrary
github.event.changes.new_repository.role_name,arbitrary
github.event.changes.new_repository.size,fixed
github.event.changes.new_repository.squash_merge_commit_message,fixed
github.event.changes.new_repository.squash_merge_commit_title,fixed
github.event.changes.new_repository.ssh_url,arbitrary
github.event.changes.new_repository.stargazers,fixed
github.event.changes.new_repository.stargazers_count,fixed
github.event.changes.new_repository.stargazers_url,structured
github.event.changes.new_repository.starred_at,arbitrary
github.event.changes.new_repository.statuses_url,arbitrary
github.event.changes.new_repository.subscribers_count,fixed
github.event.changes.new_repository.subscribers_url,structured
github.event.changes.new_repository.subscription_url,structured
github.event.changes.new_repository.svn_url,structured
github.event.changes.new_repository.tags_url,structured
github.event.changes.new_repository.teams_url,structured
github.event.changes.new_repository.temp_clone_token,arbitrary
github.event.changes.new_repository.template_repository.allow_auto_merge,fixed
github.event.changes.new_repository.template_repository.allow_merge_commit,fixed
github.event.changes.new_repository.template_repository.allow_rebase_merge,fixed
